Date,Open,High,Low,Close,Adj Close,Volume
7/14/2015,10944,11003.00977,10938.73047,10993.25977,10993.25977,3002120000
7/15/2015,10989.37012,10996.44043,10934.66992,10958.83008,10958.83008,3261810000
7/16/2015,11013.33008,11032.61035,11011.54004,11024.87012,11024.87012,3227080000
7/17/2015,11010.83984,11010.83984,10965.66992,10987.16992,10987.16992,3362750000
7/20/2015,10991.28027,10991.28027,10954.58008,10969.49023,10969.49023,3245870000
7/21/2015,10960.41016,10974.82031,10902.11035,10919,10919,3343690000
7/22/2015,10897.13965,10917.16016,10881.04981,10899.86035,10899.86035,3694070000
7/23/2015,10918.08984,10919.16992,10825.69043,10840.73047,10840.73047,3772810000
7/24/2015,10830.78027,10831.19043,10706.13965,10721.9502,10721.9502,3870040000
7/27/2015,10688.86035,10698.53027,10636.26953,10656.61035,10656.61035,3836750000
7/28/2015,10698.90039,10800.21973,10668.65039,10790.17969,10790.17969,4117740000
7/29/2015,10795.17969,10895.21973,10794,10883.91016,10883.91016,4038900000
7/30/2015,10866.30957,10887.90039,10824.73047,10881.75,10881.75,3579410000
7/31/2015,10908.30957,10933.38965,10872.33008,10882.28027,10882.28027,3681340000
8/3/2015,10883.46973,10883.46973,10795.01953,10841.25977,10841.25977,3476770000
8/4/2015,10849.13965,10869.58984,10802.21973,10824.7002,10824.7002,3546710000
8/5/2015,10874.2002,10916.21973,10833.58008,10847.84961,10847.84961,3968680000
8/6/2015,10851.33984,10856.38965,10756.84961,10799.44043,10799.44043,4246570000
8/7/2015,10779.5,10785.34961,10728.48047,10763.15039,10763.15039,3602320000
8/10/2015,10804.80957,10906.08008,10804.80957,10906.04981,10906.04981,3514460000
8/11/2015,10857.08984,10857.08984,10757.17969,10802.08984,10802.08984,3708880000
8/12/2015,10725.87988,10789.66016,10628.94043,10779.45996,10779.45996,4269130000
8/13/2015,10779.44043,10780.05957,10722.87988,10745.30957,10745.30957,3221300000
8/14/2015,10736.34961,10784.33008,10730.50977,10782.24023,10782.24023,2795590000
8/17/2015,10743.57031,10819.21973,10708.33984,10818.57031,10818.57031,2867690000
8/18/2015,10799.54004,10819.69043,10780.00977,10792.79981,10792.79981,2949990000
8/19/2015,10742.32031,10761.01953,10638.19043,10687.03027,10687.03027,3512920000
8/20/2015,10618.34961,10620.75977,10475.74023,10475.75,10475.75,3922470000
8/21/2015,10402.29981,10426.04004,10195.69043,10195.69043,10195.69043,5018240000
8/24/2015,9864.299805,10068.91992,9509.589844,9789.94043,9789.94043,6612690000
8/25/2015,9790.099609,10063.13965,9689.650391,9692.389648,9692.389648,5183560000
8/26/2015,9692.400391,9986.480469,9692.400391,9979.669922,9979.669922,5338250000
8/27/2015,10044.36035,10248.37988,10044.36035,10230.50977,10230.50977,5006390000
8/28/2015,10199.16016,10256.83984,10180.24023,10242.05957,10242.05957,3949080000
8/31/2015,10198.32031,10226.16992,10120.48047,10176.5,10176.5,3915100000
9/1/2015,10176.5,10176.5,9821.370117,9874.669922,9874.669922,4371850000
9/2/2015,9963.139648,10013.36035,9884.150391,10013.36035,10013.36035,3742620000
9/3/2015,10044.34961,10150.83008,10018.00977,10049.29004,10049.29004,3520700000
9/4/2015,9955.370117,9955.370117,9825.200195,9871.860352,9871.860352,3167090000
9/8/2015,9974.780273,10113.25977,9974.780273,10109.67969,10109.67969,3548650000
9/9/2015,10193.04004,10219.55957,9972.80957,9988.910156,9988.910156,3652120000
9/10/2015,9985.030273,10078.33984,9957.349609,10019.38965,10019.38965,3626320000
9/11/2015,9987.480469,10040.26953,9942.950195,10040.21973,10040.21973,3218590000
9/14/2015,10026.54981,10026.54981,9964.519531,9988.589844,9988.589844,3000200000
9/15/2015,10008.62988,10123.28027,9996.830078,10105.87012,10105.87012,3239860000
9/16/2015,10139.08984,10244.69043,10138.29004,10236.71973,10236.71973,3630680000
9/17/2015,10217.04981,10362.25977,10200.62012,10215.54004,10215.54004,4183790000
9/18/2015,10118.21973,10130.90039,10009.30957,10031.59961,10031.59961,6000240000
9/21/2015,10049.36035,10132.05957,10026.13965,10066.07031,10066.07031,3269350000
9/22/2015,9970.259766,9970.259766,9855.69043,9912.599609,9912.599609,3808260000
9/23/2015,9923.730469,9941.469727,9847.089844,9867.900391,9867.900391,3190530000
9/24/2015,9813.160156,9859.879883,9727,9837.80957,9837.80957,4091530000
9/25/2015,9913.629883,9948.769531,9814.570313,9857.259766,9857.259766,3721870000
9/28/2015,9803.400391,9803.400391,9590.450195,9601.419922,9601.419922,4326660000
9/29/2015,9612.629883,9670.299805,9565.240234,9622.070313,9622.070313,4132390000
9/30/2015,9698.929688,9803.639648,9689.19043,9799.69043,9799.69043,4525070000
10/1/2015,9832.330078,9865.049805,9720.849609,9820.950195,9820.950195,3983600000
10/2/2015,9755.780273,9973.55957,9697.269531,9973.55957,9973.55957,4378570000
10/5/2015,10035.86035,10176.98047,10035.86035,10167.92969,10167.92969,4334490000
10/6/2015,10167.5,10205.11035,10124.91992,10156.37988,10156.37988,4202400000
10/7/2015,10212.34961,10284.25977,10168.00977,10258.51953,10258.51953,4666470000
10/8/2015,10238.12012,10375.11035,10222.07031,10361.04004,10361.04004,3939140000
10/9/2015,10376.69043,10400.15039,10331.03027,10361.25977,10361.25977,3706900000
10/12/2015,10356.33008,10367.7002,10329.00977,10356.49023,10356.49023,2893250000
10/13/2015,10298.57031,10360.78027,10254.41992,10262.94043,10262.94043,3401920000
10/14/2015,10267.5,10303.7002,10214.99023,10229.66992,10229.66992,3644590000
10/15/2015,10259.50977,10380.83984,10244.99023,10378.26953,10378.26953,3746290000
10/16/2015,10407.28027,10424.99023,10365.69043,10421.91016,10421.91016,3595430000
10/19/2015,10385.45996,10399.26953,10353.00977,10391.59961,10391.59961,3287320000
10/20/2015,10377.24023,10427.33984,10361.41016,10383.41992,10383.41992,3331500000
10/21/2015,10403.74023,10410.99023,10299.04981,10306.44043,10306.44043,3627790000
10/22/2015,10342.75,10467.11035,10342.75,10448.83008,10448.83008,4430850000
10/23/2015,10486.94043,10519.83008,10450.44043,10506.50977,10506.50977,4108460000
10/26/2015,10495.91016,10495.91016,10458.05957,10464.62012,10464.62012,3385800000
10/27/2015,10420.75,10427.75,10364.91992,10400.17969,10400.17969,4216880000
10/28/2015,10428.03027,10538.21973,10409.45996,10538.2002,10538.2002,4698110000
10/29/2015,10504.34961,10514.44043,10466.20996,10498.16016,10498.16016,4008940000
10/30/2015,10509.15039,10531.42969,10460.83008,10460.95996,10460.95996,4256200000
11/2/2015,10474.58008,10591.25,10473.83984,10579.87012,10579.87012,3760020000
11/3/2015,10556.36035,10641.62012,10542.20996,10609.91992,10609.91992,4272060000
11/4/2015,10629.58008,10638.69043,10536.48047,10563.96973,10563.96973,4078870000
11/5/2015,10563.92969,10588.12988,10501.30957,10548.36035,10548.36035,4051890000
11/6/2015,10525.65039,10531.11035,10441.83984,10513.36035,10513.36035,4369020000
11/9/2015,10486.71973,10488.2002,10381.41016,10415.19043,10415.19043,3882350000
11/10/2015,10389.17969,10440.23047,10370.66992,10432.34961,10432.34961,3821440000
11/11/2015,10454.15039,10460.34961,10396.79004,10399.90039,10399.90039,3692410000
11/12/2015,10335,10342.87012,10235.2002,10235.9502,10235.9502,4016370000
11/13/2015,10206.54004,10228.88965,10145.65039,10155.07031,10155.07031,4278750000
11/16/2015,10143.37988,10299.45996,10141.54981,10299.40039,10299.40039,3741240000
11/17/2015,10320.05957,10368.37988,10266.55957,10285.75977,10285.75977,4427350000
11/18/2015,10285.37012,10436,10285.37012,10429.59961,10429.59961,3926390000
11/19/2015,10426.12988,10455.19043,10416.37012,10431.45996,10431.45996,3628110000
11/20/2015,10460.25,10499.04981,10430.05957,10444.2002,10444.2002,3929600000
11/23/2015,10433.62988,10469.62012,10402.45996,10421.41016,10421.41016,3587980000
11/24/2015,10379.26953,10472.79004,10358.03027,10449.71973,10449.71973,3884930000
11/25/2015,10449.67969,10471.28027,10430.13965,10450.36035,10450.36035,2852940000
11/27/2015,10442.61035,10463.96973,10425.55957,10450.53027,10450.53027,1466840000
11/30/2015,10455.48047,10460.33008,10409.45996,10409.58984,10409.58984,4275030000
12/1/2015,10447.05957,10523.79004,10446.58008,10519.58984,10519.58984,3712120000
12/2/2015,10501.09961,10511.12012,10376.4502,10389.2002,10389.2002,3950640000
12/3/2015,10415.55957,10422.78027,10227.36035,10257.37988,10257.37988,4306490000
12/4/2015,10266.5,10417.75977,10264.95996,10408.86035,10408.86035,4214910000
12/7/2015,10408.86035,10408.86035,10264.48047,10304.53027,10304.53027,4043820000
12/8/2015,10214.29004,10254.75,10157.69043,10198.37012,10198.37012,4173570000
12/9/2015,10191.34961,10316.96973,10115.76953,10162.37012,10162.37012,4385250000
12/10/2015,10165.45996,10242.79004,10155.57031,10172.04004,10172.04004,3715150000
12/11/2015,10074.08008,10075.42969,9956.709961,9976.650391,9976.650391,4301060000
12/14/2015,9977.820313,10013.86035,9880.419922,9986.759766,9986.759766,4612440000
12/15/2015,10057.33008,10149.12012,10057.33008,10110.94043,10110.94043,4353540000
12/16/2015,10164.83984,10282.24023,10139.58984,10267.83008,10267.83008,4635450000
12/17/2015,10267.83008,10267.83008,10112.57031,10112.62988,10112.62988,4327390000
12/18/2015,10072.98047,10072.98047,9966.820313,9967.639648,9967.639648,6683070000
12/21/2015,10017.12988,10054.41992,9961.049805,10023.03027,10023.03027,3760280000
12/22/2015,10052.33984,10132.58008,10015.98047,10112.40039,10112.40039,3520860000
12/23/2015,10180.62012,10277.96973,10180.62012,10276.28027,10276.28027,3484090000
12/24/2015,10266.05957,10290.36035,10242.63965,10258.54981,10258.54981,1411860000
12/28/2015,10225.99023,10225.99023,10169.08984,10217.41016,10217.41016,2492510000
12/29/2015,10270.37988,10318.41992,10270.37988,10306.59961,10306.59961,2542000000
12/30/2015,10277.53027,10283.96973,10218.70996,10225.83008,10225.83008,2367430000
12/31/2015,10186.44043,10223.07031,10142.33984,10143.41992,10143.41992,2655330000
1/4/2016,10020.04981,10020.04981,9891.070313,10001.55957,10001.55957,4304880000
1/5/2016,10007.00977,10039.95996,9959.820313,10028.05957,10028.05957,3706620000
1/6/2016,9907.370117,9925.900391,9821.330078,9868.259766,9868.259766,4336660000
1/7/2016,9751.349609,9791.169922,9627.05957,9650.419922,9650.419922,5076590000
1/8/2016,9692.799805,9725.900391,9513.25,9528.769531,9528.769531,4664940000
1/11/2016,9575.179688,9598.639648,9435.820313,9527.660156,9527.660156,4607290000
1/12/2016,9591.30957,9630.910156,9460.790039,9576.519531,9576.519531,4887260000
1/13/2016,9619.009766,9644.450195,9349.469727,9374.230469,9374.230469,5087030000
1/14/2016,9405.429688,9567.820313,9332.259766,9516.549805,9516.549805,5241110000
1/15/2016,9387.540039,9387.540039,9192.070313,9299.620117,9299.620117,5468460000
1/19/2016,9378.860352,9406.349609,9226.820313,9301.740234,9301.740234,4928350000
1/20/2016,9214.94043,9233.610352,8937.990234,9156.839844,9156.839844,6416070000
1/21/2016,9164.169922,9311.570313,9102.389648,9226.570313,9226.570313,5078810000
1/22/2016,9343.129883,9437.790039,9343.129883,9426.910156,9426.910156,4901760000
1/25/2016,9393.540039,9393.540039,9258.660156,9262.990234,9262.990234,4401380000
1/26/2016,9295.339844,9436.540039,9295.339844,9429.110352,9429.110352,4357940000
1/27/2016,9403.870117,9522.610352,9321.330078,9373.780273,9373.780273,4754040000
1/28/2016,9374.839844,9463.200195,9324.150391,9397.790039,9397.790039,4693010000
1/29/2016,9439.339844,9632.709961,9439.339844,9632.700195,9632.700195,5497570000
2/1/2016,9578.919922,9651.200195,9514.769531,9616.69043,9616.69043,4322530000
2/2/2016,9532.990234,9532.990234,9386.120117,9413.780273,9413.780273,4463190000
2/3/2016,9471.790039,9513.219727,9276.339844,9495.209961,9495.209961,5172950000
2/4/2016,9484.129883,9591.299805,9465.870117,9534.30957,9534.30957,5193320000
2/5/2016,9499.530273,9500.820313,9360.94043,9390.330078,9390.330078,4929940000
2/8/2016,9294.879883,9294.879883,9127.139648,9231.330078,9231.330078,5636460000
2/9/2016,9131.980469,9250.650391,9109.049805,9187.799805,9187.799805,5183220000
2/10/2016,9221.839844,9315.959961,9170.929688,9176.719727,9176.719727,4471170000
2/11/2016,9092.910156,9092.910156,8944.049805,9029.879883,9029.879883,5500800000
2/12/2016,9092.870117,9229.679688,9089.450195,9229.679688,9229.679688,4696920000
2/16/2016,9317.94043,9377.509766,9275.740234,9375.389648,9375.389648,4570670000
2/17/2016,9426.759766,9551.629883,9426.759766,9532.280273,9532.280273,5011540000
2/18/2016,9532.860352,9543.75,9483.459961,9504.980469,9504.980469,4436490000
2/19/2016,9465.179688,9504.980469,9406.540039,9485.959961,9485.959961,4142850000
2/22/2016,9485.769531,9623.639648,9485.769531,9616.320313,9616.320313,4054710000
2/23/2016,9582.759766,9589.740234,9485.360352,9494.320313,9494.320313,3890650000
2/24/2016,9411.269531,9517.75,9325.240234,9506.070313,9506.070313,4317250000
2/25/2016,9534.740234,9625.709961,9506.240234,9625.280273,9625.280273,4118210000
2/26/2016,9668.259766,9682.929688,9607.660156,9619.790039,9619.790039,4348510000
2/29/2016,9615.169922,9670.839844,9558.860352,9559.530273,9559.530273,4588180000
3/1/2016,9626.879883,9771,9613.959961,9771,9771,4819750000
3/2/2016,9746.419922,9837.639648,9725.900391,9837.589844,9837.589844,4666610000
3/3/2016,9828.30957,9909.80957,9809.169922,9907.969727,9907.969727,5081700000
3/4/2016,9929.330078,10010.66016,9902.040039,9968.410156,9968.410156,6049930000
3/7/2016,9922.379883,10021.78027,9911.330078,10006.19043,10006.19043,4968180000
3/8/2016,9952.230469,9952.230469,9862.330078,9868.519531,9868.519531,4641650000
3/9/2016,9906.839844,9946.969727,9881.759766,9924.80957,9924.80957,4038120000
3/10/2016,9954.160156,10004.33008,9826.519531,9918.080078,9918.080078,4376790000
3/11/2016,9988.290039,10105.00977,9988.290039,10104.19043,10104.19043,4078620000
3/14/2016,10073.33008,10097.54981,10038.40039,10074.26953,10074.26953,3487850000
3/15/2016,10005.58984,10013.7002,9970.950195,10013.59961,10013.59961,3560280000
3/16/2016,9986.480469,10102.07031,9978.889648,10084.16992,10084.16992,4057020000
3/17/2016,10101.65039,10216.7002,10073.12012,10190.40039,10190.40039,4530480000
3/18/2016,10216.59961,10248.07031,10198.32031,10223.42969,10223.42969,6503140000
3/21/2016,10204.7002,10232.79981,10181.84961,10219.69043,10219.69043,3376600000
3/22/2016,10169.90039,10226.50977,10145.34961,10194.2002,10194.2002,3418460000
3/23/2016,10171.37988,10171.37988,10096.88965,10099.67969,10099.67969,3639510000
3/24/2016,10032.88965,10087.04981,10003.98047,10086.59961,10086.59961,3407720000
3/28/2016,10105.12012,10128.90039,10065.37988,10106.44043,10106.44043,2809090000
3/29/2016,10071.41992,10193.73047,10048.51953,10190.40039,10190.40039,3822330000
3/30/2016,10245.92969,10281.69043,10217.98047,10236.9502,10236.9502,3590310000
3/31/2016,10236.79981,10248.82031,10198.91992,10207.37012,10207.37012,3715280000
4/1/2016,10132.58008,10231.08008,10085.25,10219.95996,10219.95996,3749990000
4/4/2016,10227.12012,10234.16016,10168.78027,10183,10183,3485710000
4/5/2016,10104.76953,10104.76953,10050.65039,10061.08008,10061.08008,4154920000
4/6/2016,10062.83984,10162.29981,10044.41016,10159.84961,10159.84961,3750800000
4/7/2016,10112.98047,10117.16016,10004.76953,10045.15039,10045.15039,3801250000
4/8/2016,10108.70996,10170.96973,10093.28027,10119.69043,10119.69043,3359530000
4/11/2016,10154.08008,10210.55957,10114.4502,10114.58008,10114.58008,3567840000
4/12/2016,10114.58008,10257.29981,10114.58008,10238.69043,10238.69043,4239740000
4/13/2016,10271.66016,10362.12988,10271.66016,10359.50977,10359.50977,4191830000
4/14/2016,10359.19043,10377.66016,10334.4502,10360.24023,10360.24023,3765870000
4/15/2016,10359.58008,10359.58008,10332.87012,10355.57031,10355.57031,3701450000
4/18/2016,10315.65039,10427.16016,10304.21973,10424.92969,10424.92969,3316880000
4/19/2016,10463.63965,10528.63965,10424.92969,10517.29981,10517.29981,3896830000
4/20/2016,10517.05957,10572.24023,10489.03027,10527.79004,10527.79004,4184880000
4/21/2016,10524.48047,10536.69043,10440.46973,10454.82031,10454.82031,4175290000
4/22/2016,10464.2002,10520,10464.2002,10511,10511,3790580000
4/25/2016,10487.83008,10487.83008,10424.19043,10465.65039,10465.65039,3319740000
4/26/2016,10492.57031,10525.37988,10477.79004,10522.58008,10522.58008,3557190000
4/27/2016,10528.48047,10593.20996,10507.58984,10571.83008,10571.83008,4100110000
4/28/2016,10521.16992,10577.88965,10461.53027,10480.4502,10480.4502,4309840000
4/29/2016,10480.21973,10480.21973,10370.34961,10436.91992,10436.91992,4704720000
